stationcode,fueltype,price,lastupdated
18703,P98,174.9,17/05/2025 03:17:00
18703,PDL,173.9,12/05/2025 01:10:29
18703,U91,154.9,17/05/2025 03:17:00
18704,DL,177.9,22/04/2025 07:52:56
18704,E10,165.9,22/04/2025 07:52:56
18704,P95,179.9,22/04/2025 07:52:56
18704,PDL,177.9,22/04/2025 07:52:56
18704,U91,169.9,22/04/2025 07:52:56
18705,DL,179.7,12/05/2025 02:57:48
18705,E10,176.7,01/05/2025 03:32:30
18705,P98,198.7,01/05/2025 03:32:30
18705,PDL,179.7,12/05/2025 02:57:48
18705,U91,178.7,01/05/2025 03:32:30
18706,DL,155.9,15/05/2025 09:31:24
18706,E10,147.9,16/05/2025 10:34:32
18706,P98,175.9,16/05/2025 10:34:32
18706,PDL,155.9,15/05/2025 09:31:40
18706,U91,149.9,16/05/2025 10:34:32
18707,E10,165.9,14/05/2025 07:41:19
18707,P95,179.9,14/05/2025 07:41:19
18707,PDL,183.9,13/02/2025 01:29:54
18707,U91,167.9,14/05/2025 07:41:19
18708,DL,190.9,16/04/2025 00:24:07
18708,U91,180.9,16/04/2025 00:24:07
18709,DL,168.9,12/05/2025 20:20:33
18710,E10,153.9,15/05/2025 04:35:10
18710,P98,175.9,15/05/2025 04:38:58
18710,PDL,165.5,13/05/2025 07:32:50
18710,U91,155.9,15/05/2025 04:35:10
18711,E10,173.9,14/05/2025 23:00:56
18711,P98,198.9,14/05/2025 23:00:56
18711,PDL,189.9,14/05/2025 23:00:56
18711,U91,175.9,14/05/2025 23:00:56
18713,DL,189.9,04/04/2025 02:32:10
18713,E10,171.9,15/05/2025 23:46:28
18713,P98,195.9,15/05/2025 23:46:28
18713,PDL,189.7,15/05/2025 23:46:28
18713,U91,173.9,15/05/2025 23:46:28
1872,DL,175.9,13/05/2025 10:04:12
1872,P95,181.9,17/05/2025 05:24:19
1872,P98,187.9,17/05/2025 05:24:19
1872,U91,167.9,13/05/2025 10:04:12
1874,DL,189.9,24/04/2025 08:01:40
1874,U91,181.9,13/05/2025 01:06:00
18773,DL,197.9,14/05/2025 04:15:49
18773,E10,173.9,14/05/2025 04:35:41
18773,P98,202.9,14/05/2025 04:35:41
18773,U91,175.9,14/05/2025 04:35:41
18774,DL,199.9,01/04/2025 02:45:45
18774,P95,193.9,14/05/2025 04:35:41
18774,P98,202.9,14/05/2025 04:35:41
18774,U91,175.9,14/05/2025 04:35:41
18775,DL,197.9,14/05/2025 04:05:42
18775,P95,193.9,14/05/2025 04:30:46
18775,P98,202.9,14/05/2025 04:30:46
18775,U91,175.9,14/05/2025 04:30:46
18776,DL,198.9,15/05/2025 05:00:46
18776,E10,173.9,14/05/2025 04:35:41
18776,P98,202.9,14/05/2025 04:35:41
18776,U91,175.9,14/05/2025 04:35:41
18777,DL,196.9,10/05/2025 02:30:52
18777,E10,173.9,14/05/2025 04:35:41
18777,P98,202.9,14/05/2025 04:35:41
18777,U91,175.9,14/05/2025 04:35:41
18778,DL,195.9,11/02/2025 01:45:45
18778,E10,173.9,14/05/2025 04:35:41
18778,P98,202.9,14/05/2025 04:35:41
18778,U91,175.9,14/05/2025 04:35:41
18779,DL,197.9,14/05/2025 04:05:42
18779,E10,173.9,14/05/2025 04:30:46
18779,P98,202.9,14/05/2025 04:30:46
18779,U91,175.9,14/05/2025 04:30:46
1878,DL,177.7,10/04/2025 06:40:26
1878,E10,196.9,30/04/2025 00:39:50
1878,P98,218.9,30/04/2025 00:39:50
1878,U91,198.9,30/04/2025 00:39:50
18780,DL,169.9,14/05/2025 04:05:42
18780,E10,166.9,14/05/2025 04:30:46
18780,P98,195.9,14/05/2025 04:30:46
18780,U91,168.9,14/05/2025 04:30:46
18781,DL,169.9,14/05/2025 04:05:42
18781,P95,186.9,14/05/2025 04:30:46
18781,P98,195.9,14/05/2025 04:30:46
18781,U91,168.9,14/05/2025 04:30:46
18782,DL,173.9,15/05/2025 05:00:46
18782,E10,172.9,15/05/2025 05:00:46
18782,P98,201.9,15/05/2025 05:00:46
18782,U91,174.9,15/05/2025 05:00:46
18783,DL,197.9,14/05/2025 04:05:42
18783,E10,173.9,14/05/2025 04:45:48
18783,P98,202.9,14/05/2025 04:45:48
18783,U91,175.9,14/05/2025 04:45:48
18784,DL,198.9,14/05/2025 04:05:42
18784,E10,173.9,14/05/2025 04:30:46
18784,P98,202.9,14/05/2025 04:30:46
18784,U91,175.9,14/05/2025 04:30:46
18785,DL,197.9,23/01/2025 23:05:41
18785,P98,202.9,14/05/2025 04:35:41
18785,U91,175.9,14/05/2025 04:35:41
18786,DL,197.9,14/05/2025 04:05:42
18786,E10,173.9,14/05/2025 04:30:46
18786,P95,193.9,14/05/2025 04:30:46
18786,P98,202.9,14/05/2025 04:30:46
18786,U91,175.9,14/05/2025 04:30:46
18787,DL,199.9,14/05/2025 04:05:42
18787,P95,193.9,14/05/2025 04:35:41
18787,P98,202.9,14/05/2025 04:35:41
18787,U91,175.9,14/05/2025 04:35:41
18788,E10,173.9,14/05/2025 22:16:22
18788,LPG,109.9,03/03/2025 22:32:05
18788,P98,196.9,14/05/2025 22:16:22
18788,PDL,199.9,01/04/2025 19:36:08
18788,U91,175.9,14/05/2025 22:16:22
18789,E10,173.9,14/05/2025 06:04:13
18789,P95,188.9,14/05/2025 06:00:23
18789,P98,196.9,14/05/2025 06:04:13
18789,PDL,197.9,01/05/2025 03:22:03
18789,U91,175.9,14/05/2025 06:04:13
18790,LPG,109.9,12/08/2024 22:33:28
18790,P98,189.9,10/05/2025 00:46:11
18790,PDL,169.9,15/05/2025 06:28:20
18790,U91,168.9,10/05/2025 00:46:11
18791,LPG,109.9,09/04/2025 22:01:05
18791,P98,196.9,15/05/2025 20:28:06
18791,PDL,189.9,14/05/2025 23:40:29
18791,U91,175.9,15/05/2025 20:32:16
18792,E10,173.9,14/05/2025 22:16:23
18792,LPG,109.9,14/03/2025 22:48:46
18792,P98,196.9,14/05/2025 22:16:23
18792,PDL,198.9,14/05/2025 06:14:10
18792,U91,175.9,14/05/2025 22:16:22
18793,E10,173.9,14/05/2025 06:14:10
18793,LPG,109.9,17/03/2025 02:09:33
18793,P98,196.9,14/05/2025 06:10:20
18793,PDL,195.9,01/05/2025 03:20:13
18793,U91,175.9,14/05/2025 06:14:10
18794,E10,173.9,14/05/2025 05:38:11
18794,P98,196.9,14/05/2025 05:36:18
18794,PDL,198.9,01/05/2025 06:54:08
18794,U91,175.9,14/05/2025 05:38:10
18795,E10,173.9,14/05/2025 06:00:25
18795,P95,188.9,14/05/2025 06:00:24
18795,P98,196.9,14/05/2025 06:00:25
18795,PDL,195.9,01/05/2025 03:10:13
18795,U91,175.9,14/05/2025 06:00:24
18796,E10,173.9,14/05/2025 06:04:13
18796,LPG,103.9,15/04/2025 01:56:47
18796,P95,188.9,14/05/2025 06:04:12
18796,P98,196.9,14/05/2025 06:08:06
18796,PDL,198.9,01/05/2025 07:04:11
18796,U91,175.9,14/05/2025 06:08:06
18797,E10,173.9,14/05/2025 06:00:22
18797,LPG,109.9,15/02/2025 20:58:05
18797,P98,196.9,14/05/2025 05:56:08
18797,PDL,197.9,08/05/2025 02:30:33
18797,U91,175.9,14/05/2025 06:00:21
18798,E10,173.9,14/05/2025 21:32:36
18798,P95,191.9,14/05/2025 21:32:36
18798,P98,199.9,14/05/2025 21:32:36
18798,PDL,199.9,02/04/2025 04:18:07
18798,U91,175.9,14/05/2025 21:32:36
18799,P95,191.9,14/05/2025 07:18:07
18799,P98,199.9,14/05/2025 07:18:06
18799,PDL,197.9,08/05/2025 06:16:25
18799,U91,175.9,14/05/2025 07:18:06
188,E10,155.9,17/05/2025 07:52:07
188,P95,170.9,17/05/2025 07:52:06
188,P98,178.9,17/05/2025 07:52:07
188,PDL,169.9,12/05/2025 00:28:07
188,U91,157.9,17/05/2025 07:52:06
18800,E10,173.9,14/05/2025 21:32:32
18800,P95,191.9,14/05/2025 21:32:33
18800,P98,222.9,11/12/2024 01:25:55
18800,PDL,198.9,15/05/2025 06:16:27
18800,U91,175.9,14/05/2025 21:32:32
18801,DL,168.9,08/05/2025 05:32:33
18801,PDL,171.9,08/05/2025 05:32:33
18802,E10,175.9,14/05/2025 21:32:37
18802,P95,193.9,14/05/2025 21:32:38
18802,P98,201.9,14/05/2025 21:32:37
18802,PDL,192.9,15/05/2025 00:46:22
18802,U91,177.9,14/05/2025 21:32:37
18803,E10,173.9,14/05/2025 21:32:41
18803,P95,191.9,14/05/2025 21:32:41
18803,P98,199.9,14/05/2025 21:32:40
18803,PDL,198.9,08/05/2025 06:16:30
18803,U91,175.9,14/05/2025 21:32:41
18804,P95,184.9,14/05/2025 05:48:06
18804,P98,192.9,14/05/2025 05:48:05
18804,PDL,170.9,17/05/2025 04:48:04
18804,U91,168.9,14/05/2025 05:48:05
18805,E10,173.9,14/05/2025 21:32:37
18805,P95,191.9,14/05/2025 21:32:37
18805,P98,199.9,14/05/2025 21:32:36
18805,PDL,198.9,01/05/2025 06:18:10
18805,U91,175.9,14/05/2025 21:32:37
18806,P95,191.9,15/05/2025 03:52:24
18806,P98,199.9,15/05/2025 03:52:23
18806,PDL,197.9,17/03/2025 06:02:04
18806,U91,175.9,15/05/2025 03:52:24
18807,E10,173.9,14/05/2025 21:32:42
18807,P95,191.9,14/05/2025 21:32:42
18807,P98,199.9,14/05/2025 21:32:42
18807,PDL,197.9,03/02/2025 05:18:30
18807,U91,175.9,14/05/2025 21:32:42
18808,E10,173.9,16/05/2025 22:11:40
18808,P95,191.9,16/05/2025 22:11:40
18808,P98,199.9,14/05/2025 23:06:47
18808,PDL,199.9,02/04/2025 06:50:05
18809,E10,173.9,01/05/2025 23:01:08
18809,P95,190.9,01/05/2025 23:01:08
18809,P98,199.9,01/05/2025 23:01:08
18809,PDL,197.9,14/05/2025 06:42:09
1881,DL,188.9,10/05/2025 04:35:12
1881,U91,185.9,29/04/2025 04:17:47
18810,E10,172.9,14/05/2025 06:51:15
18810,P95,190.9,14/05/2025 06:51:15
18810,P98,199.9,14/05/2025 06:51:15
18810,PDL,173.9,14/05/2025 05:09:43
18811,E10,175.9,14/05/2025 22:25:12
18811,P95,194.9,14/05/2025 22:25:12
18811,P98,203.9,14/05/2025 22:25:12
18811,PDL,199.9,03/04/2025 02:06:59
18812,E10,175.9,14/05/2025 06:47:28
18812,P95,194.9,14/05/2025 06:47:28
18812,P98,203.9,14/05/2025 06:47:28
18812,PDL,197.9,15/01/2025 22:15:26
18814,DL,169.9,10/05/2025 00:07:27
18814,P98,189.9,10/05/2025 00:07:27
18814,PDL,171.9,10/05/2025 00:07:27
18814,U91,168.9,10/05/2025 00:07:27
18815,P98,184.7,10/05/2025 00:58:45
18815,PDL,166.7,10/05/2025 00:58:45
18815,U91,164.7,10/05/2025 00:58:45
18816,LPG,129.9,25/03/2025 21:20:09
18816,P95,193.9,14/05/2025 05:20:17
18816,P98,202.9,14/05/2025 05:20:17
18816,PDL,197.9,05/05/2025 00:20:08
18816,U91,175.9,14/05/2025 05:20:17
18817,E10,173.9,14/05/2025 05:20:17
18817,LPG,129.9,25/03/2025 22:08:04
18817,P95,193.9,14/05/2025 05:20:17
18817,P98,202.9,14/05/2025 05:20:17
18817,PDL,197.9,08/05/2025 02:06:29
18817,U91,175.9,14/05/2025 05:20:17
18818,E10,173.9,16/05/2025 01:50:14
18818,P95,193.9,16/05/2025 01:50:14
18818,P98,202.9,16/05/2025 01:50:14
18818,PDL,193.9,06/05/2025 01:22:27
18818,U91,175.9,16/05/2025 01:50:14
18819,P95,193.9,14/05/2025 05:20:17
18819,P98,202.9,14/05/2025 05:20:17
18819,PDL,197.9,01/05/2025 02:50:12
18819,U91,175.9,14/05/2025 05:20:17
18820,P95,193.9,14/05/2025 08:36:10
18820,P98,202.9,14/05/2025 08:36:10
18820,PDL,197.9,01/05/2025 02:50:12
18820,U91,175.9,14/05/2025 08:36:10
18821,LPG,129.9,10/09/2024 02:36:17
18821,P95,190.9,14/05/2025 05:20:17
18821,P98,199.9,14/05/2025 05:20:17
18821,PDL,179.9,16/05/2025 01:20:14
18821,U91,172.9,14/05/2025 05:20:17
18822,P95,184.9,15/05/2025 01:36:30
18822,P98,192.9,15/05/2025 01:36:30
18822,PDL,179.9,18/05/2025 01:52:09
18822,U91,169.9,15/05/2025 01:36:30
18823,P95,190.9,14/05/2025 05:20:17
18823,P98,198.9,14/05/2025 05:20:17
18823,PDL,195.9,01/05/2025 02:50:12
18823,U91,175.9,14/05/2025 05:20:17
18824,P95,193.9,14/05/2025 05:20:17
18824,P98,202.9,14/05/2025 05:20:17
18824,PDL,197.9,08/05/2025 02:06:29
18824,U91,175.9,14/05/2025 05:20:17
18825,LPG,124.9,13/02/2025 01:06:05
18825,P95,193.9,14/05/2025 05:20:17
18825,P98,200.9,14/05/2025 05:20:17
18825,PDL,197.9,08/05/2025 02:06:29
18825,U91,175.9,14/05/2025 05:20:17
18827,E10,165.9,15/04/2025 23:34:33
18827,P98,187.9,12/05/2025 03:39:20
18827,PDL,168.9,12/05/2025 03:39:20
18827,U91,167.9,12/05/2025 03:39:20
18830,DL,189.9,14/05/2025 23:35:01
18830,E10,173.9,14/05/2025 05:10:01
18830,LPG,109.9,13/08/2024 22:25:01
18830,P98,195.9,16/05/2025 07:25:02
18830,U91,175.9,14/05/2025 05:10:01
18831,DL,197.9,14/05/2025 04:35:01
18831,E10,173.9,14/05/2025 04:55:01
18831,E85,219.9,21/09/2023 02:35:10
18831,LPG,109.9,13/08/2024 22:25:01
18831,P95,191.9,15/05/2025 02:35:01
18831,P98,196.9,14/05/2025 04:55:01
18831,U91,175.9,14/05/2025 04:55:01
18834,DL,189.9,23/09/2024 08:25:43
18834,P95,195.9,23/09/2024 08:25:43
18834,U91,189.9,23/09/2024 08:25:43
1886,DL,179.5,12/05/2025 20:48:56
1886,P95,185.5,11/05/2025 20:35:33
1886,U91,177.5,12/05/2025 20:48:56
1887,DL,195.9,13/04/2025 21:26:24
1887,P98,202.9,13/04/2025 21:26:24
1887,U91,184.9,13/04/2025 21:26:24
1889,DL,184.9,14/05/2025 23:26:45
1889,E10,177.9,14/05/2025 23:26:45
1889,P98,199.9,14/05/2025 23:26:45
1889,U91,179.9,14/05/2025 23:26:45
189,LPG,109.9,28/02/2025 00:38:06
189,P98,169.9,17/05/2025 22:10:09
189,PDL,181.9,16/05/2025 03:38:06
189,U91,154.9,17/05/2025 22:10:09
1890,DL,176.9,07/05/2025 22:57:19
1890,E10,169.9,07/05/2025 22:57:19
1890,P98,193.9,07/05/2025 22:57:19
1890,U91,171.9,16/05/2025 01:00:52
1891,DL,171.9,17/05/2025 01:43:14
1891,P95,182.9,29/04/2025 02:48:15
1891,P98,189.8,17/04/2025 01:33:00
1891,U91,169.5,26/04/2025 01:37:22
1892,DL,174.9,05/05/2025 11:09:54
1892,P95,184.9,01/05/2025 09:08:51
1892,U91,169.9,01/05/2025 09:08:51
1896,E10,173.9,17/05/2025 02:13:17
1896,P95,189.9,17/05/2025 02:13:17
1896,P98,197.9,17/05/2025 02:13:17
1896,PDL,187.9,13/05/2025 21:37:15
1897,E10,152.9,07/05/2025 01:38:01
1897,P98,174.9,07/05/2025 01:38:01
1897,PDL,159.9,07/05/2025 01:38:01
1897,U91,154.9,07/05/2025 01:38:01
1899,DL,161.9,17/05/2025 00:36:03
1899,LPG,114.9,25/03/2025 03:27:48
1899,P98,187.9,18/05/2025 05:41:45
1899,PDL,163.9,17/05/2025 00:36:03
1899,U91,159.9,18/05/2025 05:41:45
19,DL,167.9,16/05/2025 03:15:47
19,P95,174.9,23/04/2025 23:15:47
19,P98,182.9,23/04/2025 23:15:47
19,U91,159.9,23/04/2025 23:15:47
190,E10,156.5,15/05/2025 05:42:18
190,P98,179.5,15/05/2025 05:38:20
190,PDL,161.9,14/05/2025 03:52:26
1900,DL,173.9,05/05/2025 20:24:21
1900,P95,183.9,05/05/2025 20:24:21
1900,U91,168.9,05/05/2025 20:24:21
19015,E10,171.9,16/05/2025 05:02:33
19015,P95,187.9,16/05/2025 05:02:33
19015,P98,196.9,16/05/2025 05:02:33
19015,PDL,184.9,12/05/2025 02:06:10
19015,U91,173.9,16/05/2025 05:02:33
19016,E10,169.9,14/05/2025 08:25:11
19016,P95,186.9,14/05/2025 08:25:11
19016,P98,195.9,14/05/2025 08:25:11
19016,PDL,195.9,15/05/2025 22:53:05
19017,DL,179.9,08/05/2025 22:22:52
19017,P95,182.9,06/05/2025 03:42:31
19017,P98,191.9,06/05/2025 03:42:31
19017,PDL,183.9,08/05/2025 22:22:52
19017,U91,165.9,06/05/2025 03:42:31
19018,E10,155.8,16/05/2025 00:08:34
19018,P95,174.8,16/05/2025 00:08:34
19018,P98,179.8,16/05/2025 00:08:34
19018,PDL,165.8,06/05/2025 07:46:45
19018,U91,157.8,16/05/2025 00:08:34
19019,E10,156.5,01/05/2025 04:29:21
19019,P98,181.5,01/05/2025 04:29:21
19019,PDL,169.5,02/05/2025 02:24:18
19019,U91,158.5,01/05/2025 04:29:21
19021,DL,178.9,13/05/2025 02:46:35
19021,U91,175.9,13/05/2025 02:46:35
19022,P98,189.7,25/04/2025 21:20:57
19022,PDL,173.7,25/04/2025 21:20:57
19022,U91,168.7,25/04/2025 21:20:57
1903,DL,172.9,05/05/2025 02:23:30
1903,P95,184.9,05/05/2025 02:23:30
1903,P98,194.9,05/05/2025 02:23:30
1903,U91,173.9,05/05/2025 02:23:30
1904,DL,183.9,07/03/2025 22:52:45
1904,P95,187.9,07/03/2025 22:52:45
1904,P98,196.9,07/03/2025 22:52:45
1904,U91,171.9,07/03/2025 22:52:45
19072,P95,193.9,08/05/2025 04:37:55
19072,P98,201.9,08/05/2025 04:37:55
19072,PDL,179.9,08/05/2025 04:37:55
19072,U91,179.9,08/05/2025 04:37:55
19074,E10,169.9,15/05/2025 22:24:21
19074,P98,197.9,15/05/2025 22:24:21
19074,PDL,173.9,13/05/2025 23:16:31
19074,U91,171.9,15/05/2025 22:24:21
19075,DL,196.9,26/03/2025 01:35:56
19075,P98,209.9,26/03/2025 01:35:56
19075,U91,189.9,26/03/2025 01:35:56
19076,DL,167.3,24/04/2025 09:16:41
19076,E10,157.3,24/04/2025 09:16:41
19076,P98,179.3,24/04/2025 13:02:03
19076,U91,159.3,24/04/2025 09:16:41
19077,E10,177.9,12/04/2025 04:11:09
19077,P98,202.9,12/04/2025 04:11:09
19077,PDL,182.9,13/05/2025 23:04:58
19077,U91,179.9,12/04/2025 04:11:09
1908,E10,159.9,15/05/2025 21:44:55
1908,P98,182.9,15/05/2025 21:44:55
1908,PDL,168.9,15/04/2025 19:16:21
1908,U91,162.9,15/05/2025 21:44:55
191,DL,177.9,07/05/2025 03:00:45
191,E10,162.9,17/05/2025 01:31:03
1911,DL,187.9,19/03/2025 01:27:10
1911,U91,181.9,19/03/2025 01:27:10
1912,DL,169.5,11/04/2025 04:40:36
1912,P98,185.5,15/05/2025 22:24:10
1912,U91,157.5,15/05/2025 22:24:10
1913,DL,169.9,13/05/2025 23:23:37
1913,E10,155.9,15/05/2025 02:41:27
1913,P95,170.9,15/05/2025 02:41:27
1913,P98,178.9,15/05/2025 02:41:27
1913,U91,156.9,15/05/2025 02:41:27
1914,DL,175.9,16/05/2025 01:06:31
1914,LPG,125.9,19/03/2025 20:49:05
1914,P98,200.9,06/05/2025 23:07:13
1914,U91,179.9,06/05/2025 23:07:13
1916,P95,192.9,14/05/2025 22:38:37
1916,P98,201.9,14/05/2025 22:38:37
1916,PDL,179.9,14/05/2025 22:38:37
1916,U91,177.9,14/05/2025 22:38:37
1918,P98,206.9,04/05/2025 01:46:52
1918,PDL,186.9,04/05/2025 01:46:52
1918,U91,186.9,04/05/2025 01:46:52
192,E10,153.9,18/05/2025 06:34:06
192,LPG,109.9,28/02/2025 00:38:06
192,P95,168.9,18/05/2025 06:30:09
192,P98,176.9,18/05/2025 06:30:09
192,PDL,174.9,12/05/2025 21:48:31
192,U91,155.9,18/05/2025 06:34:06
1922,LPG,149.9,01/02/2024 23:31:42
1922,P95,207.9,06/04/2025 23:15:36
1922,PDL,199.9,18/05/2025 00:18:28
1922,U91,191.9,06/04/2025 23:15:36
1925,E10,159.9,17/05/2025 09:09:12
1925,P98,189.9,17/05/2025 09:09:12
1925,PDL,171.9,17/05/2025 09:09:12
1926,E10,159.9,17/05/2025 09:31:43
1926,P95,179.9,17/05/2025 09:31:43
1926,P98,189.9,17/05/2025 09:31:43
1926,PDL,172.9,13/05/2025 06:39:22
1927,DL,170.9,14/05/2025 21:33:38
1927,E10,153.9,14/05/2025 21:33:38
1927,U91,156.9,14/05/2025 21:33:38
193,E10,163.9,17/05/2025 22:08:13
193,LPG,109.9,28/02/2025 00:38:06
193,P95,178.9,17/05/2025 22:08:13
193,P98,186.9,17/05/2025 22:08:13
193,PDL,171.9,16/05/2025 08:02:27
193,U91,165.9,17/05/2025 22:08:13
1931,E10,174.9,16/05/2025 03:22:17
1931,P95,189.9,16/05/2025 03:22:17
1931,P98,197.9,16/05/2025 03:22:17
1931,PDL,191.9,08/05/2025 06:46:37
1931,U91,176.9,16/05/2025 03:22:17
1932,E10,179.9,15/05/2025 01:52:24
1932,P95,194.9,15/05/2025 01:52:24
1932,P98,202.9,15/05/2025 01:52:24
1932,PDL,176.9,17/05/2025 22:08:15
1932,U91,181.9,15/05/2025 01:52:24
1933,E10,188.9,24/04/2025 01:08:05
1933,P95,203.9,24/04/2025 01:06:04
1933,P98,211.9,24/04/2025 01:08:05
1933,PDL,187.9,30/04/2025 07:52:06
1933,U91,190.9,24/04/2025 01:08:05
1934,E10,178.9,15/05/2025 21:00:14
1934,P95,193.9,15/05/2025 21:00:14
1934,P98,201.9,15/05/2025 20:58:08
1934,PDL,184.9,13/05/2025 07:48:14
1934,U91,180.9,15/05/2025 21:00:13
1935,DL,190.9,18/03/2025 23:45:32
1936,DL,173.9,13/05/2025 02:21:43
1936,P98,193.9,13/05/2025 02:21:43
1936,U91,171.9,13/05/2025 02:21:43
1937,DL,182.9,13/05/2025 22:44:17
1937,U91,178.9,13/05/2025 22:44:17
1938,DL,174.9,13/04/2025 23:05:39
1939,DL,188.9,23/04/2025 04:00:38
1939,P95,198.9,23/04/2025 04:00:38
1939,U91,183.9,23/04/2025 04:00:38
194,E10,160.5,18/05/2025 05:54:06
194,P95,175.5,18/05/2025 05:52:06
194,P98,183.5,18/05/2025 05:52:06
194,PDL,179.9,13/05/2025 07:44:06
194,U91,162.5,18/05/2025 05:54:06
1940,DL,186.9,16/05/2025 03:30:09
1940,P95,200.9,16/05/2025 03:30:09
1940,U91,187.9,16/05/2025 03:30:09
1941,DL,176.0,13/05/2025 01:25:10
1941,U91,181.0,17/04/2025 04:10:13
1943,DL,180.9,14/05/2025 01:43:30
1943,E10,176.9,14/05/2025 01:43:30
1943,P95,191.9,14/05/2025 01:43:30
1944,DL,170.9,13/05/2025 02:17:47
1944,PDL,172.9,13/05/2025 02:17:47
1944,U91,169.9,13/05/2025 02:17:47
1945,E10,183.9,15/05/2025 23:54:02
1945,P98,207.9,15/05/2025 23:54:02
1945,PDL,192.9,14/05/2025 22:44:28
1945,U91,185.9,15/05/2025 23:54:02
1946,DL,173.9,08/05/2025 23:26:36
1946,E10,169.9,08/05/2025 23:26:36
1946,P98,193.9,08/05/2025 23:30:15
1947,DL,172.9,29/04/2025 00:14:31
1947,U91,168.9,29/04/2025 00:14:31
1949,E10,173.9,09/05/2025 00:45:57
1949,P98,197.9,09/05/2025 00:45:57
1949,PDL,173.9,15/05/2025 00:36:30
1949,U91,175.9,09/05/2025 00:45:57
195,E10,157.9,11/05/2025 21:04:08
195,P95,172.9,11/05/2025 21:04:08
195,P98,180.9,11/05/2025 21:04:08
195,PDL,166.9,11/05/2025 20:58:06
195,U91,159.9,11/05/2025 21:04:08
1950,DL,177.7,12/05/2025 10:47:44
1950,P98,191.7,07/05/2025 21:03:02
1950,U91,172.7,07/05/2025 21:03:02
1951,E10,176.9,29/04/2025 21:02:00
1951,P98,200.9,29/04/2025 21:02:00
1951,PDL,175.9,08/05/2025 23:13:12
1952,DL,184.0,09/05/2025 03:15:50
1952,P95,199.0,09/05/2025 03:15:50
1952,U91,178.0,01/05/2025 01:42:34
1953,DL,186.9,09/05/2025 01:01:33
1953,E10,172.9,14/05/2025 22:08:32
1953,P98,196.9,14/05/2025 22:08:32
1953,PDL,188.9,09/05/2025 01:01:33
19559,DL,164.9,07/05/2025 20:17:06
19559,E10,149.9,08/05/2025 21:43:35
19559,P98,172.9,12/05/2025 23:02:10
19559,U91,151.9,08/05/2025 21:43:35
1958,P95,204.9,20/02/2025 01:27:20
1958,P98,212.9,20/02/2025 01:27:20
1958,PDL,185.9,16/05/2025 12:02:25
1958,U91,189.9,16/05/2025 12:02:25
196,E10,175.9,17/05/2025 02:04:07
196,LPG,109.9,10/04/2025 23:52:15
196,P95,190.9,17/05/2025 01:56:09
196,P98,198.9,17/05/2025 01:56:09
196,PDL,188.9,16/05/2025 03:32:16
196,U91,177.9,17/05/2025 02:04:07
1962,P98,183.9,18/05/2025 01:04:52
1962,PDL,179.9,02/05/2025 00:39:44
1962,U91,159.9,18/05/2025 01:04:52
1963,DL,163.9,12/05/2025 11:11:09
1963,E10,151.7,16/05/2025 10:48:41
1963,P98,175.7,17/05/2025 01:34:02
1963,U91,153.7,16/05/2025 10:47:36
19633,E10,172.9,14/05/2025 22:13:55
19633,P95,189.9,14/05/2025 22:13:55
19633,P98,198.9,14/05/2025 22:13:55
19633,PDL,189.9,13/04/2025 06:42:28
19634,DL,179.9,14/05/2025 20:16:44
19634,E10,177.9,16/05/2025 04:44:40
19634,P98,204.9,16/05/2025 04:44:40
19634,U91,179.9,16/05/2025 04:44:40
19635,DL,189.9,23/04/2025 21:21:39
19635,E10,181.9,18/03/2025 00:05:50
19635,P98,209.9,04/09/2024 22:31:55
19635,U91,183.9,18/03/2025 00:05:50
19636,DL,165.9,15/05/2025 00:56:50
19636,E10,164.9,15/05/2025 00:56:50
19636,P95,183.9,15/05/2025 00:56:50
19636,P98,189.9,15/05/2025 00:56:50
19636,U91,166.9,15/05/2025 00:56:50
19637,E10,169.9,16/05/2025 02:31:39
19637,P98,189.9,16/05/2025 02:31:39
19637,PDL,184.9,25/03/2025 12:01:30
19637,U91,171.9,16/05/2025 02:31:39
19638,DL,179.9,12/05/2025 00:40:47
19638,P95,190.9,12/05/2025 00:40:47
19638,U91,178.9,12/05/2025 00:40:47
19639,DL,205.9,06/05/2025 23:31:23
19639,P98,249.5,12/09/2023 04:59:06
19639,U91,199.9,06/05/2025 23:33:43
1964,DL,169.0,14/05/2025 20:43:06
1964,P95,178.0,14/05/2025 20:43:06
1964,P98,186.0,22/04/2025 22:33:11
1964,PDL,169.0,14/05/2025 20:43:06
1964,U91,166.0,14/05/2025 20:43:06
19640,DL,178.5,16/05/2025 12:09:04
19640,E10,165.5,16/05/2025 12:09:04
19640,P95,181.5,16/05/2025 12:09:04
19640,P98,189.5,16/05/2025 12:09:04
19640,PDL,180.5,16/05/2025 12:09:04
19640,U91,167.5,16/05/2025 12:09:04
19641,DL,166.9,09/05/2025 01:04:08
19641,P98,189.9,30/04/2025 00:38:10
19641,PDL,169.9,05/05/2025 04:08:33
19641,U91,172.9,07/04/2025 02:49:06
19642,DL,179.9,23/02/2025 22:01:09
19642,E10,154.7,17/05/2025 12:42:54
19642,P98,178.7,16/05/2025 04:29:35
19642,PDL,179.9,23/02/2025 22:01:09
19642,U91,156.7,17/05/2025 12:42:54
19643,E10,164.9,09/05/2025 04:17:15
19643,P98,194.9,18/04/2025 04:55:30
19643,PDL,176.9,16/05/2025 00:22:11
19643,U91,167.9,09/05/2025 04:17:15
19644,DL,204.9,25/04/2025 00:08:29
